threshold,fpr,tpr
0.40800000000000003,0.08608160983789827,0.0
0.40900000000000003,0.08552263834544438,0.0
0.41000000000000003,0.08440469536053662,0.0
0.41100000000000003,0.08328675237562884,0.0
0.41200000000000003,0.0810508664058133,0.0
0.41300000000000003,0.07825600894354388,0.0
0.41400000000000003,0.0771380659586361,0.0
0.41500000000000004,0.07657909446618222,0.0
0.41600000000000004,0.07657909446618222,0.0
0.417,0.07546115148127445,0.0
0.418,0.07490217998882057,0.0
0.419,0.0737842370039128,0.0
0.42,0.07154835103409726,0.0
0.421,0.07154835103409726,0.0
0.422,0.06987143655673561,0.0
0.423,0.0665176076020123,0.0
0.424,0.06484069312465064,0.0
0.425,0.06316377864728899,0.0
0.426,0.0626048071548351,0.0
0.427,0.06204583566238122,0.0
0.428,0.06036892118501956,0.0
0.429,0.05869200670765791,0.0
0.43,0.05757406372275014,0.0
0.431,0.05589714924538849,0.0
0.432,0.05477920626048072,0.0
0.433,0.05422023476802683,0.0
0.434,0.05254332029066518,0.0
0.435,0.05198434879821129,0.0
0.436,0.05142537730575741,0.0
0.437,0.05086640581330352,0.0
0.438,0.05030743432084964,0.0
0.439,0.049748462828395755,0.0
0.44,0.049189491335941866,0.0
0.441,0.046953605366126326,0.0
0.442,0.045276690888764674,0.0
0.443,0.044158747903856904,0.0
0.444,0.043040804918949134,0.0
0.445,0.042481833426495245,0.0
0.446,0.040804918949133594,0.0
0.447,0.039686975964225824,0.0
0.448,0.039686975964225824,0.0
0.449,0.039686975964225824,0.0
0.45,0.03856903297931805,0.0
0.451,0.03856903297931805,0.0
0.452,0.03801006148686417,0.0
0.453,0.0368921185019564,0.0
0.454,0.03633314700950251,0.0
0.455,0.03633314700950251,0.0
0.456,0.03521520402459474,0.0
0.457,0.03521520402459474,0.0
0.458,0.03465623253214086,0.0
0.459,0.03465623253214086,0.0
0.46,0.03409726103968697,0.0
0.461,0.03353828954723309,0.0
0.462,0.03242034656232532,0.0
0.463,0.03242034656232532,0.0
0.464,0.03130240357741755,0.0
0.465,0.03018446059250978,0.0
0.466,0.02850754611514813,0.0
0.467,0.02850754611514813,0.0
0.468,0.027948574622694244,0.0
0.46900000000000003,0.027948574622694244,0.0
0.47000000000000003,0.027948574622694244,0.0
0.47100000000000003,0.027948574622694244,0.0
0.47200000000000003,0.02738960313024036,0.0
0.47300000000000003,0.02627166014533259,0.0
0.47400000000000003,0.02627166014533259,0.0
0.47500000000000003,0.02627166014533259,0.0
0.47600000000000003,0.025712688652878703,0.0
0.47700000000000004,0.02515371716042482,0.0
0.47800000000000004,0.024594745667970933,0.0
0.47900000000000004,0.024594745667970933,0.0
0.48,0.023476802683063163,0.0
0.481,0.022917831190609278,0.0
0.482,0.022917831190609278,0.0
0.483,0.022358859698155393,0.0
0.484,0.021240916713247623,0.0
0.485,0.02068194522079374,0.0
0.486,0.02068194522079374,0.0
0.487,0.019005030743432086,0.0
0.488,0.019005030743432086,0.0
0.489,0.019005030743432086,0.0
0.49,0.0184460592509782,0.0
0.491,0.0184460592509782,0.0
0.492,0.0184460592509782,0.0
0.493,0.016769144773616546,0.0
0.494,0.016769144773616546,0.0
0.495,0.01621017328116266,0.0
0.496,0.01509223029625489,0.0
0.497,0.014533258803801007,0.0
0.498,0.014533258803801007,0.0
0.499,0.014533258803801007,0.0
0.5,0.014533258803801007,0.0
0.501,0.014533258803801007,0.0
0.502,0.013974287311347122,0.0
0.503,0.013974287311347122,0.0
0.504,0.013974287311347122,0.0
0.505,0.013974287311347122,0.0
0.506,0.013974287311347122,0.0
0.507,0.012856344326439352,0.0
0.508,0.012856344326439352,0.0
0.509,0.012856344326439352,0.0
0.51,0.012856344326439352,0.0
0.511,0.012856344326439352,0.0
0.512,0.012856344326439352,0.0
0.513,0.012856344326439352,0.0
0.514,0.012297372833985467,0.0
0.515,0.011738401341531582,0.0
0.516,0.011179429849077696,0.0
0.517,0.010620458356623811,0.0
0.518,0.010061486864169928,0.0
0.519,0.010061486864169928,0.0
0.52,0.010061486864169928,0.0
0.521,0.010061486864169928,0.0
0.522,0.010061486864169928,0.0
0.523,0.008384572386808273,0.0
0.524,0.008384572386808273,0.0
0.525,0.008384572386808273,0.0
0.526,0.007825600894354388,0.0
0.527,0.007825600894354388,0.0
0.528,0.0072666294019005035,0.0
0.529,0.0072666294019005035,0.0
0.53,0.0072666294019005035,0.0
0.531,0.006707657909446618,0.0
0.532,0.006707657909446618,0.0
0.533,0.006707657909446618,0.0
0.534,0.006707657909446618,0.0
0.535,0.006148686416992733,0.0
0.536,0.006148686416992733,0.0
0.537,0.006148686416992733,0.0
0.538,0.006148686416992733,0.0
0.539,0.006148686416992733,0.0
0.54,0.006148686416992733,0.0
0.541,0.006148686416992733,0.0
0.542,0.006148686416992733,0.0
0.543,0.006148686416992733,0.0
0.544,0.006148686416992733,0.0
0.545,0.006148686416992733,0.0
0.546,0.006148686416992733,0.0
0.547,0.006148686416992733,0.0
0.548,0.006148686416992733,0.0
0.549,0.006148686416992733,0.0
0.55,0.005589714924538848,0.0
0.551,0.005030743432084964,0.0
0.552,0.005030743432084964,0.0
0.553,0.004471771939631079,0.0
0.554,0.004471771939631079,0.0
0.555,0.004471771939631079,0.0
0.556,0.003912800447177194,0.0
0.557,0.003912800447177194,0.0
0.558,0.003912800447177194,0.0
0.559,0.003912800447177194,0.0
0.56,0.003912800447177194,0.0
0.561,0.003912800447177194,0.0
0.562,0.003912800447177194,0.0
0.5630000000000001,0.003912800447177194,0.0
0.5640000000000001,0.003912800447177194,0.0
0.5650000000000001,0.003912800447177194,0.0
0.5660000000000001,0.003353828954723309,0.0
0.5670000000000001,0.002794857462269424,0.0
0.5680000000000001,0.002794857462269424,0.0
0.5690000000000001,0.002794857462269424,0.0
0.5700000000000001,0.002794857462269424,0.0
0.5710000000000001,0.002794857462269424,0.0
0.5720000000000001,0.0022358859698155395,0.0
0.5730000000000001,0.0022358859698155395,0.0
0.5740000000000001,0.0022358859698155395,0.0
0.5750000000000001,0.0022358859698155395,0.0
0.5760000000000001,0.0022358859698155395,0.0
0.577,0.0022358859698155395,0.0
0.578,0.0022358859698155395,0.0
0.579,0.0016769144773616546,0.0
0.58,0.0016769144773616546,0.0
0.581,0.0016769144773616546,0.0
0.582,0.0016769144773616546,0.0
0.583,0.0016769144773616546,0.0
0.584,0.0011179429849077697,0.0
0.585,0.0011179429849077697,0.0
0.586,0.0011179429849077697,0.0
0.587,0.0011179429849077697,0.0
0.588,0.0011179429849077697,0.0
0.589,0.0011179429849077697,0.0
0.59,0.0011179429849077697,0.0
0.591,0.0011179429849077697,0.0
0.592,0.0011179429849077697,0.0
0.593,0.0011179429849077697,0.0
0.594,0.0011179429849077697,0.0
0.595,0.0011179429849077697,0.0
0.596,0.0011179429849077697,0.0
0.597,0.0011179429849077697,0.0
0.598,0.0011179429849077697,0.0
0.599,0.0011179429849077697,0.0
0.6,0.0011179429849077697,0.0
0.601,0.0011179429849077697,0.0
0.602,0.0011179429849077697,0.0
0.603,0.0011179429849077697,0.0
0.604,0.0011179429849077697,0.0
0.605,0.0011179429849077697,0.0
0.606,0.0011179429849077697,0.0
0.607,0.0011179429849077697,0.0
0.608,0.0011179429849077697,0.0
0.609,0.0011179429849077697,0.0
0.61,0.0011179429849077697,0.0
0.611,0.0011179429849077697,0.0
0.612,0.0011179429849077697,0.0
0.613,0.0011179429849077697,0.0
0.614,0.0011179429849077697,0.0
0.615,0.0011179429849077697,0.0
0.616,0.0005589714924538849,0.0
0.617,0.0005589714924538849,0.0
0.618,0.0005589714924538849,0.0
0.619,0.0005589714924538849,0.0
0.62,0.0005589714924538849,0.0
0.621,0.0005589714924538849,0.0
0.622,0.0005589714924538849,0.0
0.623,0.0005589714924538849,0.0
0.624,0.0005589714924538849,0.0
0.625,0.0005589714924538849,0.0
0.626,0.0005589714924538849,0.0
0.627,0.0005589714924538849,0.0
0.628,0.0005589714924538849,0.0
0.629,0.0005589714924538849,0.0
0.63,0.0005589714924538849,0.0
0.631,0.0005589714924538849,0.0
0.632,0.0005589714924538849,0.0
0.633,0.0005589714924538849,0.0
0.634,0.0005589714924538849,0.0
0.635,0.0005589714924538849,0.0
0.636,0.0005589714924538849,0.0
0.637,0.0005589714924538849,0.0
0.638,0.0005589714924538849,0.0
0.639,0.0005589714924538849,0.0
0.64,0.0005589714924538849,0.0
0.641,0.0005589714924538849,0.0
0.642,0.0005589714924538849,0.0
0.643,0.0005589714924538849,0.0
0.644,0.0005589714924538849,0.0
0.645,0.0005589714924538849,0.0
0.646,0.0005589714924538849,0.0
0.647,0.0005589714924538849,0.0
0.648,0.0005589714924538849,0.0
0.649,0.0005589714924538849,0.0
0.65,0.0005589714924538849,0.0
0.651,0.0005589714924538849,0.0
0.652,0.0005589714924538849,0.0
0.653,0.0005589714924538849,0.0
0.654,0.0005589714924538849,0.0
0.655,0.0005589714924538849,0.0
0.656,0.0005589714924538849,0.0
0.657,0.0,0.0
0.658,0.0,0.0
0.659,0.0,0.0
0.66,0.0,0.0
0.661,0.0,0.0
0.662,0.0,0.0
0.663,0.0,0.0
0.664,0.0,0.0
0.665,0.0,0.0
0.666,0.0,0.0
0.667,0.0,0.0
0.668,0.0,0.0
0.669,0.0,0.0
0.67,0.0,0.0
0.671,0.0,0.0
0.672,0.0,0.0
0.673,0.0,0.0
0.674,0.0,0.0
0.675,0.0,0.0
0.676,0.0,0.0
0.677,0.0,0.0
0.678,0.0,0.0
0.679,0.0,0.0
0.68,0.0,0.0
0.681,0.0,0.0
0.682,0.0,0.0
0.683,0.0,0.0
0.684,0.0,0.0
0.685,0.0,0.0
0.686,0.0,0.0
0.687,0.0,0.0
0.6880000000000001,0.0,0.0
0.6890000000000001,0.0,0.0
0.6900000000000001,0.0,0.0
0.6910000000000001,0.0,0.0
0.6920000000000001,0.0,0.0
0.6930000000000001,0.0,0.0
0.6940000000000001,0.0,0.0
0.6950000000000001,0.0,0.0
0.6960000000000001,0.0,0.0
0.6970000000000001,0.0,0.0
0.6980000000000001,0.0,0.0
0.6990000000000001,0.0,0.0
0.7000000000000001,0.0,0.0
0.7010000000000001,0.0,0.0
0.7020000000000001,0.0,0.0
0.7030000000000001,0.0,0.0
0.704,0.0,0.0
0.705,0.0,0.0
0.706,0.0,0.0
0.707,0.0,0.0
0.708,0.0,0.0
0.709,0.0,0.0
0.71,0.0,0.0
0.711,0.0,0.0
0.712,0.0,0.0
0.713,0.0,0.0
0.714,0.0,0.0
0.715,0.0,0.0
0.716,0.0,0.0
0.717,0.0,0.0
0.718,0.0,0.0
0.719,0.0,0.0
0.72,0.0,0.0
0.721,0.0,0.0
0.722,0.0,0.0
0.723,0.0,0.0
0.724,0.0,0.0
0.725,0.0,0.0
0.726,0.0,0.0
0.727,0.0,0.0
0.728,0.0,0.0
0.729,0.0,0.0
0.73,0.0,0.0
0.731,0.0,0.0
0.732,0.0,0.0
0.733,0.0,0.0
0.734,0.0,0.0
0.735,0.0,0.0
0.736,0.0,0.0
0.737,0.0,0.0
0.738,0.0,0.0
0.739,0.0,0.0
0.74,0.0,0.0
0.741,0.0,0.0
0.742,0.0,0.0
0.743,0.0,0.0
0.744,0.0,0.0
0.745,0.0,0.0
0.746,0.0,0.0
0.747,0.0,0.0
0.748,0.0,0.0
0.749,0.0,0.0
0.75,0.0,0.0
0.751,0.0,0.0
0.752,0.0,0.0
0.753,0.0,0.0
0.754,0.0,0.0
0.755,0.0,0.0
0.756,0.0,0.0
0.757,0.0,0.0
0.758,0.0,0.0
0.759,0.0,0.0
0.76,0.0,0.0
0.761,0.0,0.0
0.762,0.0,0.0
0.763,0.0,0.0
0.764,0.0,0.0
0.765,0.0,0.0
0.766,0.0,0.0
0.767,0.0,0.0
0.768,0.0,0.0
0.769,0.0,0.0
0.77,0.0,0.0
0.771,0.0,0.0
0.772,0.0,0.0
0.773,0.0,0.0
0.774,0.0,0.0
0.775,0.0,0.0
0.776,0.0,0.0
0.777,0.0,0.0
0.778,0.0,0.0
0.779,0.0,0.0
0.78,0.0,0.0
0.781,0.0,0.0
0.782,0.0,0.0
0.783,0.0,0.0
0.784,0.0,0.0
0.785,0.0,0.0
0.786,0.0,0.0
0.787,0.0,0.0
0.788,0.0,0.0
0.789,0.0,0.0
0.79,0.0,0.0
0.791,0.0,0.0
0.792,0.0,0.0
0.793,0.0,0.0
0.794,0.0,0.0
0.795,0.0,0.0
0.796,0.0,0.0
0.797,0.0,0.0
0.798,0.0,0.0
0.799,0.0,0.0
0.8,0.0,0.0
0.801,0.0,0.0
0.802,0.0,0.0
0.803,0.0,0.0
0.804,0.0,0.0
0.805,0.0,0.0
0.806,0.0,0.0
0.807,0.0,0.0
0.808,0.0,0.0
0.809,0.0,0.0
0.81,0.0,0.0
0.811,0.0,0.0
0.812,0.0,0.0
0.8130000000000001,0.0,0.0
0.8140000000000001,0.0,0.0
0.8150000000000001,0.0,0.0
0.8160000000000001,0.0,0.0
0.8170000000000001,0.0,0.0
0.8180000000000001,0.0,0.0
0.8190000000000001,0.0,0.0
0.8200000000000001,0.0,0.0
0.8210000000000001,0.0,0.0
0.8220000000000001,0.0,0.0
0.8230000000000001,0.0,0.0
0.8240000000000001,0.0,0.0
0.8250000000000001,0.0,0.0
0.8260000000000001,0.0,0.0
0.8270000000000001,0.0,0.0
0.8280000000000001,0.0,0.0
0.8290000000000001,0.0,0.0
0.8300000000000001,0.0,0.0
0.8310000000000001,0.0,0.0
0.8320000000000001,0.0,0.0
0.833,0.0,0.0
0.834,0.0,0.0
0.835,0.0,0.0
0.836,0.0,0.0
0.837,0.0,0.0
0.838,0.0,0.0
0.839,0.0,0.0
0.84,0.0,0.0
0.841,0.0,0.0
0.842,0.0,0.0
0.843,0.0,0.0
0.844,0.0,0.0
0.845,0.0,0.0
0.846,0.0,0.0
0.847,0.0,0.0
0.848,0.0,0.0
0.849,0.0,0.0
0.85,0.0,0.0
0.851,0.0,0.0
0.852,0.0,0.0
0.853,0.0,0.0
0.854,0.0,0.0
0.855,0.0,0.0
0.856,0.0,0.0
0.857,0.0,0.0
0.858,0.0,0.0
0.859,0.0,0.0
0.86,0.0,0.0
0.861,0.0,0.0
0.862,0.0,0.0
0.863,0.0,0.0
0.864,0.0,0.0
0.865,0.0,0.0
0.866,0.0,0.0
0.867,0.0,0.0
0.868,0.0,0.0
0.869,0.0,0.0
0.87,0.0,0.0
0.871,0.0,0.0
0.872,0.0,0.0
0.873,0.0,0.0
0.874,0.0,0.0
0.875,0.0,0.0
0.876,0.0,0.0
0.877,0.0,0.0
0.878,0.0,0.0
0.879,0.0,0.0
0.88,0.0,0.0
0.881,0.0,0.0
0.882,0.0,0.0
0.883,0.0,0.0
0.884,0.0,0.0
0.885,0.0,0.0
0.886,0.0,0.0
0.887,0.0,0.0
0.888,0.0,0.0
0.889,0.0,0.0
0.89,0.0,0.0
0.891,0.0,0.0
0.892,0.0,0.0
0.893,0.0,0.0
0.894,0.0,0.0
0.895,0.0,0.0
0.896,0.0,0.0
0.897,0.0,0.0
0.898,0.0,0.0
0.899,0.0,0.0
0.9,0.0,0.0
0.901,0.0,0.0
0.902,0.0,0.0
0.903,0.0,0.0
0.904,0.0,0.0
0.905,0.0,0.0
0.906,0.0,0.0
0.907,0.0,0.0
0.908,0.0,0.0
0.909,0.0,0.0
0.91,0.0,0.0
0.911,0.0,0.0
0.912,0.0,0.0
0.913,0.0,0.0
0.914,0.0,0.0
0.915,0.0,0.0
0.916,0.0,0.0
0.917,0.0,0.0
0.918,0.0,0.0
0.919,0.0,0.0
0.92,0.0,0.0
0.921,0.0,0.0
0.922,0.0,0.0
0.923,0.0,0.0
0.924,0.0,0.0
0.925,0.0,0.0
0.926,0.0,0.0
0.927,0.0,0.0
0.928,0.0,0.0
0.929,0.0,0.0
0.93,0.0,0.0
0.931,0.0,0.0
0.932,0.0,0.0
0.933,0.0,0.0
0.934,0.0,0.0
0.935,0.0,0.0
0.936,0.0,0.0
0.937,0.0,0.0
0.9380000000000001,0.0,0.0
0.9390000000000001,0.0,0.0
0.9400000000000001,0.0,0.0
0.9410000000000001,0.0,0.0
0.9420000000000001,0.0,0.0
0.9430000000000001,0.0,0.0
0.9440000000000001,0.0,0.0
0.9450000000000001,0.0,0.0
0.9460000000000001,0.0,0.0
0.9470000000000001,0.0,0.0
0.9480000000000001,0.0,0.0
0.9490000000000001,0.0,0.0
0.9500000000000001,0.0,0.0
0.9510000000000001,0.0,0.0
0.9520000000000001,0.0,0.0
0.9530000000000001,0.0,0.0
0.9540000000000001,0.0,0.0
0.9550000000000001,0.0,0.0
0.9560000000000001,0.0,0.0
0.9570000000000001,0.0,0.0
0.9580000000000001,0.0,0.0
0.9590000000000001,0.0,0.0
0.96,0.0,0.0
0.961,0.0,0.0
0.962,0.0,0.0
0.963,0.0,0.0
0.964,0.0,0.0
0.965,0.0,0.0
0.966,0.0,0.0
0.967,0.0,0.0
0.968,0.0,0.0
0.969,0.0,0.0
0.97,0.0,0.0
0.971,0.0,0.0
0.972,0.0,0.0
0.973,0.0,0.0
0.974,0.0,0.0
0.975,0.0,0.0
0.976,0.0,0.0
0.977,0.0,0.0
0.978,0.0,0.0
0.979,0.0,0.0
0.98,0.0,0.0
0.981,0.0,0.0
0.982,0.0,0.0
0.983,0.0,0.0
0.984,0.0,0.0
0.985,0.0,0.0
0.986,0.0,0.0
0.987,0.0,0.0
0.988,0.0,0.0
0.989,0.0,0.0
0.99,0.0,0.0
0.991,0.0,0.0
0.992,0.0,0.0
0.993,0.0,0.0
0.994,0.0,0.0
0.995,0.0,0.0
0.996,0.0,0.0
0.997,0.0,0.0
0.998,0.0,0.0
0.999,0.0,0.0
